hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
7.624027219990833,14,1,3,4.0,4.0,3.0,43,Travel_Rarely,Research & Development,25,4,Life Sciences,1,3899,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8
6.1634772423025,20,2,3,1.0,3.0,4.0,49,Travel_Rarely,Sales,14,4,Life Sciences,1,642,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0
6.188954707719722,5,2,3,3.0,4.0,3.0,20,Travel_Rarely,Research & Development,18,4,Medical,1,2089,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2
6.062321508255,21,3,3,3.0,2.0,3.0,36,Travel_Rarely,Research & Development,2,3,Life Sciences,1,342,Male,2,Healthcare Representative,Married,27200,4.0,Y,14,8,1,8.0,3,5,0,4
6.965973895582223,12,1,3,4.0,4.0,3.0,35,Travel_Rarely,Sales,1,2,Life Sciences,1,447,Female,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,10,0,8
5.883766175814166,8,3,3,2.0,3.0,4.0,31,Travel_Rarely,Sales,1,3,Life Sciences,1,3358,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2
6.457131860776389,13,3,4,4.0,3.0,1.0,56,Travel_Rarely,Sales,10,4,Other,1,2657,Male,2,Sales Executive,Married,40780,8.0,Y,24,8,1,14.0,3,10,9,8
6.9222054886211115,9,4,3,1.0,1.0,1.0,41,Non-Travel,Research & Development,12,3,Life Sciences,1,607,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0
7.361794957608056,20,2,3,3.0,1.0,3.0,36,Travel_Rarely,Sales,3,2,Marketing,1,2095,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7
7.034967648371111,9,3,3,1.0,4.0,3.0,27,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1952,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2
6.043611111111111,21,3,3,4.0,1.0,1.0,46,Travel_Rarely,Research & Development,12,4,Technical Degree,1,2348,Male,1,Laboratory Technician,Single,23320,1.0,Y,11,8,0,27.0,2,26,0,12
6.6252933958052775,7,3,3,3.0,4.0,4.0,33,Travel_Rarely,Research & Development,2,2,Medical,1,2859,Male,1,Sales Executive,Single,24400,0.0,Y,18,8,3,4.0,4,3,0,2
6.0074709950913885,11,2,3,3.0,2.0,1.0,39,Travel_Rarely,Sales,2,4,Marketing,1,1764,Female,4,Healthcare Representative,Married,138720,9.0,Y,12,8,3,12.0,3,8,3,6
5.596083221775833,17,2,3,3.0,3.0,3.0,40,Travel_Rarely,Sales,26,4,Marketing,1,3100,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12
7.1154228023202775,3,4,3,2.0,4.0,3.0,42,Travel_Rarely,Sales,21,2,Life Sciences,1,567,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0
8.163865461847223,10,4,3,3.0,4.0,3.0,44,Travel_Rarely,Human Resources,1,3,Life Sciences,1,957,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7
7.570522088353333,14,3,3,2.0,4.0,3.0,36,Travel_Frequently,Human Resources,7,3,Medical,1,4270,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8
7.277184292726389,13,3,4,4.0,1.0,2.0,27,Travel_Frequently,Research & Development,16,4,Medical,1,2547,Male,3,Healthcare Representative,Married,49980,0.0,Y,20,8,2,8.0,3,7,7,3
7.455109326193611,11,1,3,2.0,1.0,3.0,34,Travel_Rarely,Sales,15,2,Marketing,1,4177,Female,2,Research Scientist,Single,84630,2.0,Y,13,8,0,8.0,2,4,1,3
7.423622266845,5,2,3,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,6,3,Medical,1,974,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9
7.603064480142778,16,3,3,3.0,1.0,4.0,45,Travel_Rarely,Research & Development,24,2,Medical,1,1387,Male,2,Sales Executive,Divorced,54760,4.0,Y,13,8,1,9.0,3,5,0,3
6.055022311468056,21,3,4,1.0,1.0,3.0,50,Non-Travel,Research & Development,17,3,Medical,1,396,Female,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,31,14,7
6.572102855867778,15,4,3,3.0,3.0,3.0,18,Non-Travel,Research & Development,2,4,Medical,1,571,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0
6.347263498438055,22,3,3,3.0,1.0,3.0,28,Travel_Frequently,Research & Development,9,3,Life Sciences,1,813,Female,2,Sales Executive,Single,59330,0.0,Y,11,8,0,5.0,3,4,1,3
7.7513821954483335,4,3,3,,4.0,2.0,21,Travel_Rarely,Research & Development,1,3,Medical,1,406,Male,2,Sales Executive,Single,104000,1.0,Y,13,8,1,1.0,2,1,0,0
5.720210843373334,12,3,3,2.0,2.0,3.0,32,Travel_Rarely,Research & Development,1,2,Medical,1,1171,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2
7.438930165104722,18,1,3,3.0,1.0,2.0,42,Travel_Frequently,Sales,2,4,Life Sciences,1,581,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14
5.596820615796389,20,2,3,4.0,2.0,3.0,48,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2544,Female,2,Manager,Married,62720,4.0,Y,14,8,0,29.0,3,22,12,9
8.21362672913861,14,3,3,3.0,4.0,4.0,43,Travel_Frequently,Research & Development,3,4,Life Sciences,1,1332,Male,1,Sales Executive,Married,24080,1.0,Y,12,8,1,25.0,3,25,4,12
5.829957608210556,8,3,3,,2.0,3.0,45,Travel_Frequently,Research & Development,19,3,Medical,1,679,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0
8.4869176706825,9,1,3,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2605,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9
9.918689201249167,14,3,3,4.0,3.0,3.0,50,Travel_Frequently,Research & Development,1,4,Medical,1,3484,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0
5.719341811691111,19,3,3,3.0,3.0,3.0,35,Non-Travel,Research & Development,29,3,Medical,1,900,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9
6.4741387773313885,18,3,3,3.0,1.0,3.0,26,Travel_Frequently,Sales,14,3,Life Sciences,1,3065,Male,2,Manager,Single,75100,0.0,Y,18,8,3,7.0,3,6,0,4
6.448882195448333,22,2,3,2.0,2.0,3.0,51,Travel_Frequently,Research & Development,20,3,Medical,1,3670,Male,2,Sales Executive,Married,148140,2.0,Y,11,8,1,14.0,2,4,3,2
7.076050870147222,8,2,3,2.0,3.0,3.0,32,Travel_Rarely,Sales,15,3,Marketing,1,1307,Male,1,Research Scientist,Single,101690,1.0,Y,14,8,0,12.0,6,11,5,7
7.975767514502222,13,3,3,3.0,2.0,3.0,28,Travel_Rarely,Human Resources,1,3,Medical,1,3819,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,,2,1,0,0
10.328548639000278,2,3,4,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,3919,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2
6.1678458277552775,16,3,3,3.0,4.0,3.0,40,Travel_Rarely,Sales,27,2,Medical,1,1042,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3
6.066555109326111,20,3,3,4.0,4.0,3.0,35,Travel_Frequently,Research & Development,9,2,Other,1,563,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2
5.520288933511667,23,2,3,4.0,2.0,2.0,30,Travel_Rarely,Human Resources,20,4,Life Sciences,1,1155,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7
5.731233824185556,16,3,3,1.0,1.0,3.0,20,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1902,Female,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,1,0,0
6.804213520749444,18,2,3,2.0,1.0,3.0,43,Travel_Rarely,Research & Development,25,2,Medical,1,352,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0
7.5880365908075,10,3,3,3.0,2.0,2.0,52,Travel_Rarely,Research & Development,7,1,Life Sciences,1,60,Female,2,Research Scientist,Married,47740,2.0,Y,18,8,1,11.0,2,8,7,7
7.397981927710833,19,1,3,2.0,1.0,2.0,46,Travel_Rarely,Sales,2,3,Life Sciences,1,1242,Female,1,Research Scientist,Single,34200,3.0,Y,13,8,2,22.0,3,2,2,1
6.881810575635833,17,3,3,3.0,1.0,2.0,56,Travel_Frequently,Research & Development,20,4,Life Sciences,1,1614,Female,3,Sales Executive,Married,53210,9.0,Y,14,8,0,36.0,1,7,7,7
6.6695002231144445,20,4,3,3.0,1.0,4.0,34,Travel_Rarely,Sales,4,3,Life Sciences,1,707,Male,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,10,9,6
10.468396921017222,5,3,3,3.0,4.0,3.0,47,Travel_Rarely,Sales,15,4,Marketing,1,394,Female,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,7,7
7.929331771530555,12,3,4,3.0,2.0,3.0,58,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3357,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4
6.783265283355555,22,3,3,3.0,1.0,2.0,56,Travel_Frequently,Research & Development,20,4,Life Sciences,1,3084,Female,3,Sales Executive,Married,53210,9.0,Y,14,8,0,36.0,1,7,7,7
8.331709058455834,16,3,3,3.0,3.0,3.0,43,Travel_Rarely,Sales,27,4,Life Sciences,1,3079,Male,2,Sales Representative,Divorced,39770,4.0,Y,18,8,1,8.0,3,5,0,2
6.985215305666944,20,3,4,3.0,,3.0,55,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2477,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0
7.284156626505833,6,3,4,3.0,2.0,3.0,33,Travel_Rarely,Sales,9,1,Other,1,4374,Female,3,Sales Executive,Married,32950,6.0,Y,22,8,2,7.0,2,3,1,1
7.058837572512222,20,3,3,4.0,4.0,2.0,36,Non-Travel,Sales,1,1,Medical,1,1190,Female,1,Human Resources,Divorced,132470,1.0,Y,14,8,0,15.0,3,15,11,11
7.2915885765283335,19,4,4,4.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1033,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7
10.098014279339445,18,2,4,3.0,4.0,1.0,33,Travel_Rarely,Sales,11,4,Marketing,1,1447,Male,1,Research Scientist,Married,71400,5.0,Y,21,8,0,8.0,2,5,0,4
6.338490629183333,16,3,3,4.0,2.0,3.0,39,Travel_Rarely,Sales,10,3,Marketing,1,918,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0
5.997884872824445,5,3,3,1.0,2.0,3.0,34,Travel_Rarely,Sales,24,3,Marketing,1,2705,Male,4,Research Scientist,Single,27420,0.0,Y,11,8,1,13.0,2,12,2,11
8.414315037929445,5,2,3,4.0,3.0,3.0,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3196,Male,5,Sales Representative,Single,61620,1.0,Y,12,8,3,1.0,2,1,1,1
7.021560687193055,19,3,3,4.0,4.0,4.0,32,Travel_Frequently,Sales,9,4,Life Sciences,1,1062,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0
6.5595470771975,9,3,3,3.0,3.0,1.0,47,Travel_Frequently,Research & Development,1,3,Medical,1,3906,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10
6.627418563141389,11,3,3,2.0,4.0,2.0,35,Travel_Rarely,Sales,24,3,Medical,1,483,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2
6.345967202141667,10,3,4,4.0,4.0,2.0,59,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3602,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4
6.993518518518333,17,3,3,1.0,2.0,3.0,35,Travel_Rarely,Human Resources,3,4,Human Resources,1,4163,Male,2,Manager,Married,32940,0.0,Y,11,8,0,6.0,2,5,0,3
7.079434404283611,8,3,3,3.0,1.0,2.0,36,Travel_Rarely,Research & Development,24,3,Other,1,2232,Female,3,Research Director,Married,63970,4.0,Y,14,8,1,11.0,3,3,0,2
6.605649263721389,16,3,3,4.0,3.0,2.0,31,Non-Travel,Research & Development,1,2,Technical Degree,1,3362,Female,2,Sales Executive,Married,27930,1.0,Y,16,8,0,9.0,4,9,0,0
7.069645247657222,14,3,3,3.0,4.0,3.0,42,Travel_Rarely,Research & Development,28,4,Life Sciences,1,231,Female,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,10,2,2
5.618691432396111,23,3,3,2.0,4.0,4.0,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2549,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4
7.524006024096111,6,3,3,3.0,4.0,2.0,25,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3246,Male,2,Research Scientist,Single,74840,1.0,Y,15,8,0,6.0,3,6,1,4
8.026738063364444,11,3,3,3.0,2.0,3.0,28,Travel_Rarely,Human Resources,1,3,Medical,1,2349,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,1.0,2,1,0,0
6.637930611334166,16,2,3,2.0,4.0,2.0,34,Travel_Rarely,Sales,6,4,Marketing,1,1970,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9
5.9437115127175,6,3,3,4.0,1.0,3.0,27,Travel_Rarely,Research & Development,2,1,Life Sciences,1,892,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7
6.663051093261666,8,3,3,2.0,2.0,2.0,37,Travel_Rarely,Research & Development,1,4,Technical Degree,1,3155,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3
6.545668228469166,16,3,3,4.0,3.0,3.0,41,Travel_Rarely,Sales,6,4,Marketing,1,3901,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7
7.629476796073056,11,3,4,4.0,2.0,2.0,25,Travel_Rarely,Research & Development,18,2,Life Sciences,1,2147,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1
9.97234158857639,10,3,4,4.0,4.0,1.0,35,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3359,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7
6.521040829986389,7,2,3,4.0,4.0,3.0,28,Travel_Rarely,Research & Development,7,3,Other,1,32,Male,1,Human Resources,Single,96370,1.0,Y,13,8,0,5.0,6,5,0,2
7.278759482373889,20,2,3,1.0,1.0,3.0,45,Non-Travel,Sales,2,4,Life Sciences,1,3826,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5
7.718063364569167,12,2,3,2.0,1.0,3.0,29,Travel_Rarely,Research & Development,10,3,Life Sciences,1,865,Male,1,Sales Representative,Single,24040,1.0,Y,17,8,0,10.0,3,10,1,5
6.732850290048889,23,3,3,1.0,3.0,2.0,43,Non-Travel,Human Resources,8,5,Medical,1,1036,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2
7.185829986613055,19,2,4,1.0,2.0,3.0,49,Travel_Rarely,Sales,4,2,Life Sciences,1,2389,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2
7.164461178045277,18,1,3,3.0,2.0,3.0,41,Non-Travel,Sales,2,2,Medical,1,971,Male,2,Research Scientist,Married,107980,6.0,Y,14,8,2,10.0,5,3,1,2
6.5373940205263885,20,4,3,2.0,2.0,3.0,48,Travel_Rarely,Research & Development,16,3,Technical Degree,1,3203,Male,1,Sales Executive,Married,97240,3.0,Y,13,8,0,12.0,2,2,2,2
7.167089468986944,5,3,3,2.0,1.0,3.0,31,Non-Travel,Research & Development,8,4,Life Sciences,1,4146,Female,4,Sales Executive,Single,147320,0.0,Y,12,8,0,10.0,3,9,1,7
6.031327532351389,11,3,3,4.0,1.0,3.0,36,Travel_Rarely,Research & Development,2,2,Medical,1,926,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4
6.799304997768611,18,3,3,3.0,3.0,3.0,33,Travel_Rarely,Sales,13,4,Marketing,1,1712,Female,2,Manufacturing Director,Divorced,45680,,Y,18,8,1,6.0,2,5,1,2
5.622517849174445,16,2,4,1.0,2.0,2.0,50,Travel_Rarely,Sales,8,4,Life Sciences,1,22,Male,1,Research Scientist,Divorced,96670,3.0,Y,23,8,0,28.0,2,10,1,6
6.5325959393127775,20,1,3,3.0,3.0,3.0,36,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1900,Female,2,Healthcare Representative,Single,24360,4.0,Y,13,8,0,16.0,3,11,3,9
7.5855087014725,13,2,3,4.0,2.0,3.0,38,Travel_Frequently,Research & Development,2,5,Medical,1,4083,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2
6.74151048639,6,2,3,1.0,3.0,2.0,24,Non-Travel,Research & Development,1,5,Life Sciences,1,1233,Male,3,Research Scientist,Divorced,93800,0.0,Y,16,8,0,5.0,2,4,1,3
7.6795816599730555,7,2,3,1.0,1.0,4.0,32,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1353,Female,2,Research Director,Single,41480,7.0,Y,15,8,0,10.0,0,5,0,4
7.300898036590556,9,3,3,1.0,3.0,1.0,21,Travel_Frequently,Research & Development,20,2,Medical,1,3598,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2
5.912928380187222,7,3,3,4.0,1.0,1.0,29,Travel_Rarely,Research & Development,5,3,Medical,1,1203,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4
10.151952253458056,17,4,3,2.0,4.0,3.0,25,Travel_Rarely,Human Resources,7,2,Human Resources,1,140,Male,1,Manufacturing Director,Single,86330,1.0,Y,19,8,1,5.0,2,5,1,3
7.9232518964747225,20,2,3,1.0,4.0,3.0,44,Travel_Frequently,Sales,2,2,Marketing,1,2378,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2
7.726300758589722,14,2,3,3.0,2.0,3.0,55,Travel_Rarely,Sales,9,3,Marketing,1,1144,Male,2,Laboratory Technician,Married,119160,4.0,Y,15,8,1,35.0,3,10,1,4
7.183232931726667,7,2,3,2.0,1.0,2.0,28,Non-Travel,Research & Development,19,4,Life Sciences,1,1993,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9
7.423177153056667,6,4,3,4.0,1.0,3.0,34,Travel_Frequently,Sales,2,1,Marketing,1,3698,Female,5,Manager,Divorced,26860,5.0,Y,11,8,0,10.0,3,4,1,3
6.231885319053889,17,2,3,1.0,3.0,4.0,49,Travel_Rarely,Sales,14,4,Life Sciences,1,2112,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0
