hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
7.7873940205263885,4,3,3,4.0,2.0,3.0,38,Travel_Rarely,Research & Development,19,3,Life Sciences,1,4099,Female,2,Sales Executive,Married,68930,0.0,Y,17,8,0,16.0,3,15,5,8,No
7.510954930834444,6,3,4,1.0,3.0,3.0,25,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1468,Male,2,Sales Executive,Married,37020,0.0,Y,20,8,0,5.0,4,4,1,2,No
6.993690316822778,17,3,3,1.0,4.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,2801,Female,2,Manufacturing Director,Divorced,175670,5.0,Y,13,8,0,7.0,6,1,0,0,No
6.3967302543505555,11,3,3,1.0,4.0,4.0,46,Travel_Rarely,Research & Development,18,1,Medical,1,3714,Male,1,Manufacturing Director,Divorced,59800,4.0,Y,11,8,1,28.0,2,7,4,3,Yes
7.660025658188055,7,2,3,1.0,1.0,3.0,45,Non-Travel,Sales,2,4,Life Sciences,1,2356,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5,No
7.714944221329723,6,3,4,4.0,4.0,4.0,18,Non-Travel,Research & Development,1,4,Medical,1,2185,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0,No
8.374997768853056,12,3,3,3.0,4.0,3.0,29,Travel_Rarely,Sales,17,4,Medical,1,2116,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0,No
5.9894567157516665,23,2,3,3.0,3.0,3.0,44,Non-Travel,Research & Development,5,3,Life Sciences,1,3725,Male,1,Laboratory Technician,Single,23190,3.0,Y,18,8,0,7.0,4,5,0,3,No
5.637257920571111,20,3,3,3.0,1.0,3.0,42,Travel_Rarely,Sales,23,3,Marketing,1,2212,Female,3,Research Scientist,Married,26420,0.0,Y,13,8,1,21.0,3,20,0,9,No
10.149226907630277,8,3,3,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,16,3,Medical,1,2663,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7,No
5.5039223560908335,22,2,3,1.0,3.0,3.0,22,Travel_Rarely,Research & Development,2,2,Medical,1,241,Female,2,Laboratory Technician,Married,195450,0.0,Y,14,8,0,3.0,3,2,2,2,No
7.115717313699166,22,1,3,,4.0,3.0,32,Travel_Frequently,Sales,4,4,Life Sciences,1,301,Male,2,Sales Executive,Married,188440,1.0,Y,19,8,0,10.0,3,10,4,7,No
5.975236501561667,20,3,4,4.0,4.0,4.0,32,Travel_Frequently,Sales,2,3,Marketing,1,4297,Male,3,Laboratory Technician,Divorced,77560,0.0,Y,21,8,0,9.0,3,8,0,7,No
6.3247534582775,21,3,3,3.0,2.0,3.0,49,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2267,Female,2,Sales Executive,Divorced,50940,3.0,Y,15,8,0,29.0,5,8,0,7,No
6.924322846943055,10,4,3,1.0,4.0,3.0,36,Non-Travel,Research & Development,1,3,Medical,1,2030,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,No
6.003563141454444,11,2,3,3.0,4.0,3.0,20,Travel_Rarely,Research & Development,18,4,Medical,1,619,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2,No
7.868588799642778,4,1,3,1.0,3.0,3.0,23,Travel_Rarely,Research & Development,23,1,Life Sciences,1,1778,Female,2,Research Scientist,Single,173280,1.0,Y,17,8,1,2.0,2,2,0,2,No
6.398130298973611,8,3,3,2.0,1.0,2.0,42,Travel_Rarely,Research & Development,7,4,Other,1,3970,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,No
8.987822400713888,10,3,4,4.0,3.0,2.0,19,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1340,Male,1,Manager,Single,53320,1.0,Y,23,8,1,0.0,2,0,0,0,Yes
7.4345861222666665,13,2,3,4.0,2.0,3.0,36,Travel_Frequently,Research & Development,16,1,Medical,1,1183,Male,2,Sales Executive,Divorced,105960,7.0,Y,15,8,0,18.0,3,4,0,2,No
5.551375502007778,21,3,3,4.0,1.0,1.0,29,Travel_Rarely,Research & Development,5,3,Medical,1,4143,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4,No
5.710493083444722,19,4,4,1.0,4.0,3.0,50,Travel_Rarely,Sales,27,3,Medical,1,1955,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,No
9.264941990182777,4,3,3,2.0,2.0,3.0,42,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2138,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0,No
8.219101963409166,5,3,3,4.0,2.0,3.0,29,Travel_Rarely,Research & Development,3,4,Life Sciences,1,86,Male,3,Sales Executive,Divorced,39780,1.0,Y,11,8,0,7.0,0,7,1,7,No
6.709049531459167,19,3,4,4.0,2.0,2.0,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,510,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,No
5.588887773315278,21,3,3,3.0,3.0,4.0,46,Non-Travel,Sales,2,4,Marketing,1,108,Female,2,Laboratory Technician,Married,30650,2.0,Y,11,8,0,7.0,3,1,0,0,No
10.242695225345555,4,4,3,,4.0,3.0,31,Travel_Rarely,Sales,2,5,Life Sciences,1,4333,Male,2,Sales Representative,Married,27280,8.0,Y,11,8,0,7.0,3,4,0,2,No
5.868133645693611,19,3,3,3.0,3.0,4.0,43,Travel_Frequently,Research & Development,14,3,Medical,1,1543,Female,5,Research Director,Divorced,38860,1.0,Y,17,8,2,9.0,2,9,0,0,No
8.463939089691944,4,3,3,2.0,4.0,3.0,60,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9,No
7.034967648371111,22,3,3,2.0,,3.0,41,Travel_Rarely,Research & Development,24,1,Life Sciences,1,1679,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8,No
6.5216834002675,14,3,3,3.0,3.0,3.0,38,Travel_Frequently,Sales,9,3,Marketing,1,3790,Male,1,Manufacturing Director,Married,52040,3.0,Y,13,8,1,10.0,2,6,1,2,No
9.607146363230555,8,1,3,4.0,3.0,3.0,48,Travel_Frequently,Sales,10,2,Marketing,1,2417,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,Yes
7.538845381525833,6,3,3,3.0,4.0,3.0,43,Travel_Frequently,Research & Development,7,4,Medical,1,1528,Male,4,Research Scientist,Single,24390,0.0,Y,15,8,0,9.0,2,8,1,7,No
6.089889558232778,20,3,3,3.0,1.0,2.0,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,520,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,Yes
7.134955377063611,13,3,3,4.0,2.0,2.0,27,Travel_Rarely,Sales,15,3,Marketing,1,1404,Male,1,Research Scientist,Single,39860,1.0,Y,12,8,2,7.0,3,7,0,3,No
6.877317045961389,17,3,4,1.0,4.0,3.0,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,3576,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2,No
7.433730477465278,17,1,3,1.0,3.0,3.0,23,Travel_Rarely,Research & Development,23,1,Life Sciences,1,308,Female,2,Research Scientist,Single,173280,1.0,Y,17,8,1,2.0,2,2,0,2,No
7.3087550200802776,16,4,3,1.0,3.0,2.0,26,Travel_Rarely,Sales,8,2,Marketing,1,540,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,Yes
5.722452030343334,22,4,3,1.0,1.0,4.0,40,Travel_Rarely,Sales,10,1,Life Sciences,1,3777,Female,1,Manufacturing Director,Married,65240,0.0,Y,13,8,1,9.0,2,8,7,1,No
6.013019857206389,17,3,3,1.0,2.0,3.0,27,Travel_Frequently,Sales,8,1,Life Sciences,1,2592,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,Yes
6.071981258366667,16,3,3,4.0,1.0,3.0,28,Travel_Rarely,Research & Development,1,2,Technical Degree,1,784,Female,1,Research Scientist,Single,176390,0.0,Y,13,8,1,6.0,0,5,1,3,No
10.681424587237778,5,1,4,2.0,4.0,2.0,29,Travel_Rarely,Sales,4,2,Other,1,3508,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,No
5.690615796519166,12,3,3,,2.0,3.0,45,Travel_Frequently,Research & Development,19,3,Medical,1,2149,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0,No
5.924545961624166,22,3,3,1.0,2.0,3.0,27,Travel_Frequently,Sales,8,1,Life Sciences,1,4062,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,Yes
5.909099732262222,15,3,3,2.0,3.0,3.0,41,Non-Travel,Research & Development,19,1,Life Sciences,1,1959,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,No
7.085691655510833,7,3,3,1.0,1.0,3.0,45,Travel_Frequently,Research & Development,3,1,Medical,1,1524,Female,1,Sales Executive,Divorced,35400,1.0,Y,13,8,0,24.0,6,24,9,11,No
5.825130522088333,15,3,3,1.0,4.0,,48,Non-Travel,Sales,2,1,Life Sciences,1,2017,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,No
10.679109772422779,5,3,3,4.0,4.0,3.0,44,Travel_Rarely,Research & Development,16,3,Life Sciences,1,493,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,No
7.276480365908055,13,3,4,3.0,3.0,3.0,28,Travel_Rarely,Research & Development,10,3,Life Sciences,1,411,Female,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,2,2,No
9.721956715751666,6,4,3,4.0,2.0,2.0,35,Travel_Frequently,Sales,8,2,Marketing,1,3319,Female,1,Laboratory Technician,Divorced,36900,1.0,Y,13,8,1,10.0,2,10,7,8,Yes
7.252322623828611,20,3,3,4.0,4.0,3.0,32,Non-Travel,Research & Development,21,3,Life Sciences,1,380,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,No
7.670982820169445,4,3,3,3.0,2.0,3.0,41,Non-Travel,Sales,6,3,Life Sciences,1,3634,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9,No
6.086103302097222,12,2,3,4.0,3.0,3.0,38,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3955,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,No
5.7108801874161115,23,3,3,4.0,1.0,3.0,29,Travel_Rarely,Research & Development,3,4,Other,1,1001,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,No
6.2847144132083335,9,3,3,,4.0,3.0,39,Travel_Rarely,Research & Development,2,3,Technical Degree,1,1078,Male,3,Healthcare Representative,Divorced,102520,8.0,Y,13,8,1,7.0,3,2,2,2,No
5.482242302543333,24,2,3,3.0,4.0,3.0,34,Travel_Frequently,Sales,28,4,Marketing,1,2359,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2,No
7.258459393128056,19,3,3,1.0,3.0,2.0,54,Travel_Rarely,Research & Development,14,3,Other,1,4080,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3,No
7.040577867023611,8,4,4,4.0,2.0,3.0,32,Travel_Rarely,Research & Development,22,4,Medical,1,844,Male,1,Sales Executive,Married,29730,3.0,Y,22,8,0,12.0,0,7,2,5,No
6.050373717090555,11,3,3,1.0,3.0,4.0,47,Travel_Rarely,Research & Development,3,2,Medical,1,3707,Male,2,Laboratory Technician,Married,43640,3.0,Y,11,8,1,26.0,3,20,5,6,No
7.778037706380833,15,3,4,3.0,2.0,3.0,58,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1887,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4,No
6.097274654172222,8,3,3,1.0,3.0,4.0,47,Travel_Rarely,Research & Development,3,2,Medical,1,767,Male,2,Laboratory Technician,Married,43640,3.0,Y,11,8,1,26.0,3,20,5,6,No
8.6217324854975,18,3,3,1.0,1.0,3.0,38,Travel_Rarely,Research & Development,8,3,Life Sciences,1,20,Female,1,Manager,Divorced,68700,1.0,Y,11,8,1,8.0,5,8,7,7,No
7.294743418116667,6,3,3,4.0,1.0,3.0,30,Travel_Rarely,Sales,3,3,Life Sciences,1,3696,Male,3,Sales Executive,Divorced,51210,7.0,Y,13,8,0,8.0,4,3,0,2,No
6.702890450691389,13,3,3,4.0,4.0,3.0,36,Travel_Rarely,Research & Development,28,1,Life Sciences,1,2952,Male,1,Laboratory Technician,Married,33770,0.0,Y,12,8,2,16.0,2,15,10,11,No
6.963438197233334,7,3,3,2.0,1.0,4.0,27,Travel_Rarely,Human Resources,11,4,Medical,1,3700,Male,4,Sales Executive,Married,66320,0.0,Y,16,8,0,6.0,3,5,1,4,No
6.922603748326389,20,3,3,2.0,3.0,3.0,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4024,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2,No
7.271415662650556,20,2,3,2.0,2.0,2.0,40,Travel_Rarely,Sales,6,3,Life Sciences,1,3925,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,No
8.784087460954723,11,3,3,1.0,1.0,3.0,36,Travel_Frequently,Sales,21,3,Life Sciences,1,3811,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,No
10.457554663096667,9,2,3,3.0,3.0,2.0,47,Travel_Rarely,Research & Development,8,4,Medical,1,810,Female,2,Sales Representative,Married,23660,3.0,Y,17,8,0,11.0,5,5,1,2,No
8.66107429718861,17,1,3,1.0,3.0,3.0,48,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1263,Female,1,Sales Executive,Single,45910,9.0,Y,16,8,0,23.0,6,1,0,0,Yes
6.9260832217758335,6,2,4,1.0,1.0,1.0,33,Travel_Rarely,Research & Development,9,1,Medical,1,2318,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2,No
9.620850066934167,10,3,3,4.0,4.0,2.0,33,Travel_Rarely,Research & Development,1,2,Medical,1,3245,Male,3,Laboratory Technician,Single,28710,1.0,Y,17,8,3,10.0,2,10,7,8,Yes
9.230603525211944,19,3,3,4.0,3.0,4.0,24,Travel_Rarely,Research & Development,1,3,Life Sciences,1,123,Female,5,Manager,Divorced,28970,1.0,Y,18,8,3,5.0,4,5,0,3,No
9.0162672913875,12,3,3,2.0,2.0,2.0,40,Non-Travel,Research & Development,2,4,Life Sciences,1,449,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,Yes
7.125651494868333,6,2,3,3.0,4.0,3.0,29,Travel_Rarely,Sales,4,3,Other,1,2935,Female,2,Human Resources,Single,35390,1.0,Y,18,8,0,6.0,2,6,1,5,No
6.792437527889167,15,4,3,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,5,3,Life Sciences,1,722,Male,1,Research Scientist,Married,45530,4.0,Y,18,8,1,10.0,2,8,7,7,No
6.910756358768333,13,3,3,1.0,2.0,4.0,31,Travel_Rarely,Research & Development,1,3,Medical,1,757,Male,1,Laboratory Technician,Single,168560,3.0,Y,12,8,1,9.0,3,3,1,0,No
5.788684738955555,21,3,3,2.0,4.0,3.0,18,Non-Travel,Sales,5,4,Other,1,1940,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0,No
6.073192771084167,6,4,3,3.0,2.0,3.0,50,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2848,Female,2,Manufacturing Director,Single,43740,3.0,Y,15,8,1,21.0,5,5,4,4,No
7.293974788040833,19,3,3,1.0,3.0,2.0,54,Travel_Rarely,Research & Development,14,3,Other,1,1140,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3,No
6.758566488174722,12,3,3,4.0,1.0,3.0,38,Travel_Rarely,Sales,6,3,Other,1,1894,Male,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,15,5,11,No
9.631834002677222,2,3,3,4.0,4.0,3.0,38,Travel_Rarely,Research & Development,29,3,Life Sciences,1,4172,Female,1,Manufacturing Director,Single,37220,5.0,Y,14,8,0,6.0,0,3,1,2,No
7.480546630968056,15,2,3,4.0,1.0,3.0,32,Travel_Rarely,Human Resources,12,2,Human Resources,1,1314,Female,1,Sales Representative,Single,20610,1.0,Y,15,8,1,1.0,2,1,0,0,No
6.010324631860556,21,4,4,1.0,2.0,3.0,45,Travel_Rarely,Research & Development,4,3,Medical,1,2312,Female,3,Laboratory Technician,Divorced,118360,1.0,Y,22,8,0,10.0,2,10,7,7,No
9.52423136992389,14,3,3,3.0,3.0,4.0,47,Travel_Frequently,Research & Development,7,4,Life Sciences,1,450,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7,No
9.475745203034167,18,3,3,4.0,1.0,3.0,34,Non-Travel,Research & Development,27,2,Life Sciences,1,2566,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,Yes
6.77453145917,21,2,3,4.0,1.0,2.0,27,Travel_Frequently,Research & Development,29,1,Life Sciences,1,3220,Male,2,Manufacturing Director,Divorced,43250,1.0,Y,14,8,0,9.0,2,9,1,7,No
10.695008924587222,3,3,4,1.0,3.0,3.0,24,Travel_Frequently,Research & Development,2,3,Medical,1,222,Male,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,6,1,2,Yes
7.365277777777778,14,2,3,1.0,3.0,3.0,47,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2627,Male,2,Sales Executive,Single,42490,2.0,Y,13,8,1,25.0,2,17,12,11,No
5.515365908076666,21,2,3,1.0,1.0,3.0,33,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1832,Male,3,Laboratory Technician,Divorced,24510,1.0,Y,13,8,1,9.0,3,9,0,8,No
7.5121932173136114,15,2,3,2.0,2.0,3.0,37,Travel_Rarely,Research & Development,24,1,Life Sciences,1,3959,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,No
5.928251896474722,11,4,3,3.0,1.0,3.0,29,Travel_Rarely,Research & Development,1,3,Medical,1,833,Female,1,Manager,Married,23140,3.0,Y,13,8,0,9.0,5,7,0,7,No
6.013259705488611,19,2,3,1.0,3.0,3.0,39,Travel_Rarely,Sales,1,1,Marketing,1,448,Male,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,8,0,7,No
6.014217983043055,8,2,3,3.0,1.0,3.0,28,Travel_Rarely,Research & Development,7,3,Medical,1,1617,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8,No
6.211170236501389,21,4,4,1.0,3.0,2.0,31,Travel_Rarely,Sales,25,2,Life Sciences,1,2573,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,No
9.886398929049445,3,2,3,1.0,4.0,1.0,32,Travel_Rarely,Research & Development,9,1,Medical,1,3339,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,Yes
5.742622713074445,13,2,3,4.0,3.0,3.0,52,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1800,Male,2,Manufacturing Director,Married,29420,8.0,Y,11,8,1,9.0,1,5,1,4,No
7.257391789379723,14,3,3,3.0,,3.0,30,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3527,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,No
5.537267960731667,19,3,3,3.0,1.0,4.0,52,Travel_Rarely,Sales,21,5,Technical Degree,1,304,Male,3,Manager,Married,28890,1.0,Y,11,8,1,34.0,2,34,1,16,No
7.336194779116389,5,2,3,4.0,1.0,4.0,42,Non-Travel,Research & Development,5,4,Medical,1,3561,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3,No
8.236645470771945,8,2,4,2.0,3.0,4.0,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1648,Female,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,7,7,Yes
